path,correct
Chittagong#Comilla#Chandina#Purba Chandina,~none~
Chittagong#Comilla#Chandina#Paschim Chandina,~none~
Chittagong#Comilla#Chandina#Uttar Gallai,~none~
Chittagong#Comilla#Chandina#Mahichail,~none~
Chittagong#Comilla#Chandina#Purba Suhilpur,~none~
Chittagong#Comilla#Chandina#Paschim Suhilpur,~none~
Chittagong#Comilla#Chauddagram#Jaganath Dighi,~none~
Chittagong#Comilla#Debidwar#Dakshin Bara Shalgar,~none~
Chittagong#Comilla#Debidwar#Uttar Barkamta,~none~
Chittagong#Comilla#Debidwar#Dakshin Barkamta,~none~
Chittagong#Comilla#Debidwar#Uttar Jafarganj,~none~
Chittagong#Comilla#Debidwar#Dakshin Jafarganj,~none~
Chittagong#Comilla#Debidwar#Uttar Rajamehar,~none~
Chittagong#Comilla#Debidwar#Dakshin Rajamehar,~none~
Chittagong#Noakhali#Chatkhil#Badalkot,~none~
Chittagong#Noakhali#Chatkhil#Chatkhil,~none~
Chittagong#Noakhali#Chatkhil#Khilpara,~none~
Chittagong#Noakhali#Chatkhil#Chatkhil Pourashava,~none~
Chittagong#Noakhali#Companiganj#Basurhat Pourashova,~none~
Chittagong#Feni#Dagan Bhuiyan,~none~
Chittagong#Feni#Dagan Bhuiyan#Purba Chandpur,~none~
Chittagong#Feni#Dagan Bhuiyan#Pourashava,~none~
Chittagong#Feni#Feni Sadar#Kalidaha,~none~
Chittagong#Feni#Feni Sadar#Panchgachhia,~none~
Dhaka#Faridpur#Boalmari#Boalmari Pourashava,~none~
Dhaka#Faridpur#Faridpur Sadar#Deceerchar,~none~
Dhaka#Faridpur#Faridpur Sadar#Faridpur Municipality,~none~
Dhaka#Narayanganj#Araihazar#Kalapaharia,~none~
Dhaka#Narayanganj#Araihazar#Uchitpura,~none~
Dhaka#Shariatpur#Bhedarganj#Digar Mahishakhali,~none~
Dhaka#Shariatpur#Damudya#Paschim Damudya,~none~
Dhaka#Shariatpur#Damudya#Islampur,~none~
Dhaka#Manikganj#Daulatpur#Char Katari,~none~
Dhaka#Madaripur#Kalkini#Char Daulatkhan,~none~
Dhaka#Madaripur#Kalkini#Kalkini Pourashava,~none~
Dhaka#Gopalganj#Kashiani#Hatira,~none~
Dhaka#Munshiganj#Lohajang#Khidirpara,~none~
Dhaka#Munshiganj#Lohajang#Lohajang,~none~
Dhaka#Munshiganj#Lohajang#Medini Mondal,~none~
Rajshahi#Sirajganj#Belkuchi#Baradhul,~none~
Rajshahi#Sirajganj#Kamarkhanda#Jamtali,~none~
Rajshahi#Sirajganj#Kamarkhanda#Roydaulatpur,~none~
Rajshahi#Sirajganj#Kazipur#Chalita Danga,~none~
Rajshahi#Sirajganj#Kazipur#Nischintapur,~none~
Rajshahi#Sirajganj#Kazipur#Kazipur Pourasova,~none~
Rajshahi#Bogra#Dhunat#Kalerpara,~none~
Barisal#Bhola#Bhola,~none~
Barisal#Bhola#Lalmohan#Lord Hardinge,~none~
Barisal#Bhola#Lalmohan#Lalmohan Pourashava,~none~
Khulna#Khulna#Dacope#Eanisanta,~none~
Sylhet#Habiganj#Baniachong#Umednagar,~none~
Sylhet#Sunamganj#Chhatak#Deokapon,~none~
Sylhet#Sunamganj#Dowarabazar#Uttar Dowarabazar,~none~
Sylhet#Sunamganj#Dowarabazar#Uttar Purba Dowarabazar,~none~
Chittagong#Brahamanbaria#Brahmanbaria Sadar#Budhanti,~none~
Chittagong#Brahamanbaria#Brahmanbaria Sadar#Chandura,~none~
Chittagong#Brahamanbaria#Brahmanbaria Sadar#Char Islampur,~none~
Chittagong#Brahamanbaria#Brahmanbaria Sadar#Dakshin Ichhapur,~none~
Chittagong#Brahamanbaria#Brahmanbaria Sadar#Dakshin Singerbil,~none~
Chittagong#Brahamanbaria#Brahmanbaria Sadar#Harashpur,~none~
Chittagong#Brahamanbaria#Brahmanbaria Sadar#Paharpur,~none~
Chittagong#Brahamanbaria#Brahmanbaria Sadar#Pattan,~none~
Chittagong#Brahamanbaria#Brahmanbaria Sadar#Uttar Ichhapur,~none~
Chittagong#Brahamanbaria#Brahmanbaria Sadar#Bishnupur,~none~
Chittagong#Comilla#Chandina#Dakshin Gallai,~none~
Rangpur#Gaibandha#Gobindaganj#Gobindaganj,~none~
Rangpur#Gaibandha#Gobindaganj#Gobindaganj Pourashava,~none~
Barisal#Bhola#Bhola Sadar#Velumia,~none~
